36104
-0.108655, 0.057360, 1.545123
-0.108757, 0.057110, 1.545838
-0.108737, 0.057160, 1.545699
-0.108716, 0.057210, 1.545560
-0.108795, 0.057019, 1.546106
-0.108796, 0.057017, 1.546117
-0.108880, 0.056813, 1.546703
-0.108847, 0.056892, 1.546475
-0.108722, 0.057195, 1.545598
-0.108842, 0.056905, 1.546432
-0.108920, 0.056720, 1.546975
-0.108934, 0.056684, 1.547075
-0.107969, 0.059114, 1.540115
-0.108028, 0.058953, 1.540563
-0.107881, 0.059350, 1.539445
-0.108170, 0.058582, 1.541618
-0.108213, 0.058470, 1.541941
-0.108246, 0.058385, 1.542179
-0.108421, 0.057939, 1.543457
-0.107678, 0.059912, 1.537870
-0.108395, 0.058004, 1.543267
-0.108597, 0.057500, 1.544722
-0.108527, 0.057674, 1.544225
-0.108212, 0.058471, 1.541933
-0.108022, 0.058970, 1.540516
-0.107763, 0.059675, 1.538531
-0.107865, 0.059394, 1.539319
-0.107665, 0.059947, 1.537768
-0.107505, 0.060412, 1.536483
-0.108242, 0.058395, 1.542152
-0.108084, 0.058808, 1.540980
-0.107932, 0.059212, 1.539835
-0.108623, 0.057437, 1.544899
-0.108591, 0.057516, 1.544672
-0.108462, 0.057837, 1.543747
-0.108714, 0.057213, 1.545543
-0.108630, 0.057420, 1.544948
-0.108778, 0.057059, 1.545996
-0.108691, 0.057270, 1.545374
-0.108717, 0.057206, 1.545567
-0.107374, 0.060800, 1.535407
-0.107212, 0.061299, 1.534048
-0.106920, 0.062264, 1.531454
-0.106762, 0.062830, 1.529962
-0.108389, 0.058019, 1.543227
-0.108356, 0.058102, 1.542988
-0.108515, 0.057705, 1.544130
-0.108516, 0.057701, 1.544146
-0.107195, 0.061355, 1.533898
-0.107539, 0.060312, 1.536753
-0.107373, 0.060805, 1.535398
-0.106976, 0.062070, 1.531970
-0.108222, 0.058446, 1.542007
-0.108223, 0.058443, 1.542014
-0.108271, 0.058320, 1.542371
-0.108411, 0.057965, 1.543388
-0.109178, 0.056108, 1.548748
-0.109151, 0.056172, 1.548558
-0.109201, 0.056054, 1.548907
-0.109181, 0.056102, 1.548763
-0.108348, 0.058122, 1.542934
-0.108434, 0.057907, 1.543546
-0.108496, 0.057750, 1.543998
-0.109106, 0.056278, 1.548256
-0.109120, 0.056245, 1.548353
-0.109096, 0.056303, 1.548185
-0.109144, 0.056188, 1.548518
-0.108472, 0.057812, 1.543814
-0.108502, 0.057736, 1.544037
-0.108495, 0.057754, 1.543990
-0.109110, 0.056268, 1.548280
-0.108460, 0.057842, 1.543742
-0.108394, 0.058008, 1.543255
-0.109000, 0.056527, 1.547531
-0.108978, 0.056580, 1.547377
-0.108955, 0.056634, 1.547217
-0.109056, 0.056394, 1.547916
-0.109065, 0.056374, 1.547976
-0.109010, 0.056505, 1.547595
-0.108526, 0.057676, 1.544217
-0.109142, 0.056194, 1.548499
-0.109006, 0.056514, 1.547571
-0.108590, 0.057518, 1.544668
-0.108584, 0.057533, 1.544631
-0.108606, 0.057478, 1.544787
-0.108522, 0.057686, 1.544184
-0.108672, 0.057318, 1.545248
-0.109104, 0.056283, 1.548243
-0.109130, 0.056221, 1.548421
-0.109100, 0.056292, 1.548212
-0.108721, 0.057197, 1.545593
-0.108840, 0.056909, 1.546425
-0.108660, 0.057349, 1.545161
-0.109134, 0.056213, 1.548441
-0.109160, 0.056152, 1.548624
-0.108793, 0.057023, 1.546096
-0.109168, 0.056131, 1.548677
-0.108712, 0.057219, 1.545525
-0.108780, 0.057056, 1.545999
-0.109173, 0.056121, 1.548703
-0.109191, 0.056080, 1.548832
-0.109164, 0.056142, 1.548646
-0.108600, 0.057494, 1.544736
-0.109189, 0.056083, 1.548818
-0.109214, 0.056026, 1.548990
-0.108945, 0.056658, 1.547149
-0.109034, 0.056447, 1.547766
-0.108972, 0.056595, 1.547332
-0.108375, 0.058055, 1.543127
-0.108565, 0.057581, 1.544488
-0.108637, 0.057405, 1.544995
-0.108745, 0.057141, 1.545753
-0.109046, 0.056418, 1.547847
-0.108875, 0.056825, 1.546670
-0.108877, 0.056820, 1.546681
-0.108914, 0.056732, 1.546934
-0.108881, 0.056812, 1.546707
-0.108845, 0.056898, 1.546459
-0.108917, 0.056727, 1.546952
-0.108903, 0.056759, 1.546855
-0.108710, 0.057225, 1.545511
-0.108944, 0.056660, 1.547148
-0.108680, 0.057298, 1.545303
-0.108809, 0.056984, 1.546206
-0.102331, 0.100333, 1.440011
-0.099055, 0.101192, 1.437522
-0.103980, 0.099847, 1.441236
-0.108972, 0.056594, 1.547336
-0.108920, 0.056716, 1.546980
-0.108955, 0.056634, 1.547224
-0.108992, 0.056546, 1.547475
-0.108966, 0.056608, 1.547294
-0.102147, 0.100380, 1.440058
-0.104704, 0.099542, 1.442183
-0.107701, 0.098107, 1.446063
-0.109082, 0.056334, 1.548096
-0.109073, 0.056354, 1.548032
-0.109063, 0.056378, 1.547962
-0.108950, 0.056647, 1.547184
-0.108848, 0.056890, 1.546480
-0.109027, 0.056464, 1.547713
-0.109056, 0.056395, 1.547915
-0.106154, 0.099012, 1.443540
-0.109028, 0.056463, 1.547723
-0.107481, 0.098488, 1.444876
-0.102627, 0.100290, 1.439900
-0.108822, 0.056953, 1.546298
-0.108783, 0.057048, 1.546025
-0.108165, 0.097975, 1.446313
-0.108835, 0.056922, 1.546391
-0.108960, 0.056623, 1.547252
-0.109029, 0.056461, 1.547726
-0.109061, 0.056384, 1.547942
-0.109008, 0.056509, 1.547583
-0.108816, 0.056967, 1.546258
-0.109033, 0.056449, 1.547759
-0.107025, 0.061909, 1.532409
-0.108686, 0.057282, 1.545351
-0.108580, 0.057543, 1.544595
-0.108920, 0.056719, 1.546972
-0.108740, 0.057150, 1.545728
-0.108971, 0.056597, 1.547329
-0.108756, 0.057114, 1.545833
-0.109074, 0.056353, 1.548038
-0.108877, 0.056822, 1.546676
-0.108854, 0.056877, 1.546521
-0.108691, 0.057270, 1.545375
-0.108664, 0.057337, 1.545186
-0.108741, 0.057150, 1.545731
-0.108778, 0.057059, 1.545986
-0.109083, 0.056333, 1.548092
-0.109082, 0.056334, 1.548092
-0.109048, 0.056417, 1.547853
-0.108866, 0.056847, 1.546604
-0.108937, 0.056677, 1.547097
-0.109098, 0.056296, 1.548200
-0.108979, 0.056578, 1.547388
-0.107309, 0.060998, 1.534866
-0.109075, 0.056350, 1.548036
-0.108898, 0.056771, 1.546819
-0.108908, 0.056747, 1.546897
-0.107803, 0.059563, 1.538846
-0.108677, 0.057306, 1.545278
-0.108827, 0.056942, 1.546329
-0.107836, 0.059473, 1.539099
-0.108300, 0.058247, 1.542571
-0.107631, 0.060047, 1.537486
-0.107734, 0.059755, 1.538308
-0.108106, 0.058748, 1.541149
-0.109115, 0.056256, 1.548317
-0.109092, 0.056311, 1.548162
-0.108286, 0.058281, 1.542476
-0.108963, 0.056616, 1.547274
-0.109081, 0.056337, 1.548087
-0.109076, 0.056348, 1.548047
-0.109090, 0.056314, 1.548147
-0.109131, 0.056219, 1.548421
-0.109011, 0.056502, 1.547607
-0.109154, 0.056166, 1.548577
-0.109167, 0.056134, 1.548668
-0.109173, 0.056122, 1.548709
-0.106161, 0.065455, 1.523328
-0.109050, 0.056410, 1.547872
-0.109127, 0.056229, 1.548395
-0.108503, 0.057734, 1.544038
-0.108468, 0.057823, 1.543794
-0.108339, 0.058146, 1.542861
-0.109071, 0.056359, 1.548018
-0.109181, 0.056103, 1.548759
-0.109202, 0.056054, 1.548910
-0.109161, 0.056148, 1.548627
-0.109039, 0.056436, 1.547794
-0.108232, 0.058421, 1.542078
-0.108421, 0.057941, 1.543457
-0.109012, 0.056500, 1.547613
-0.109083, 0.056333, 1.548097
-0.109109, 0.056273, 1.548268
-0.109070, 0.056363, 1.548001
-0.108423, 0.057936, 1.543468
-0.108394, 0.058006, 1.543262
-0.108430, 0.057917, 1.543525
-0.109049, 0.056413, 1.547866
-0.109092, 0.056312, 1.548160
-0.109038, 0.056439, 1.547790
-0.109010, 0.056504, 1.547598
-0.106508, 0.063821, 1.527395
-0.108976, 0.056587, 1.547362
-0.108942, 0.056665, 1.547131
-0.108049, 0.058899, 1.540719
-0.108093, 0.058784, 1.541049
-0.106625, 0.063348, 1.528607
-0.106723, 0.062973, 1.529585
-0.106508, 0.063821, 1.527395
-0.108491, 0.057763, 1.543965
-0.108524, 0.057682, 1.544196
-0.108583, 0.057536, 1.544613
-0.108074, 0.058834, 1.540907
-0.108082, 0.058812, 1.540969
-0.108260, 0.058351, 1.542281
-0.106830, 0.062581, 1.530615
-0.108909, 0.056745, 1.546898
-0.109118, 0.056251, 1.548333
-0.108944, 0.056661, 1.547143
-0.106294, 0.064778, 1.524983
-0.106508, 0.063821, 1.527395
-0.108178, 0.058559, 1.541684
-0.107903, 0.059291, 1.539616
-0.107917, 0.059252, 1.539723
-0.108015, 0.058988, 1.540472
-0.107922, 0.059238, 1.539762
-0.107880, 0.059352, 1.539440
-0.108154, 0.058623, 1.541504
-0.107398, 0.060728, 1.535603
-0.107033, 0.061880, 1.532488
-0.107164, 0.061454, 1.533620
-0.097447, 0.101660, 1.436574
-0.107637, 0.060027, 1.537542
-0.107820, 0.059516, 1.538986
-0.107910, 0.059272, 1.539667
-0.108129, 0.058687, 1.541315
-0.106279, 0.064849, 1.524808
-0.106300, 0.064748, 1.525056
-0.106693, 0.063086, 1.529293
-0.106487, 0.063908, 1.527175
-0.106025, 0.076638, 1.501318
-0.106054, 0.076879, 1.500944
-0.106371, 0.079232, 1.497487
-0.105945, 0.075941, 1.502414
-0.105904, 0.067096, 1.519458
-0.105673, 0.069933, 1.513300
-0.105703, 0.069280, 1.514659
-0.105795, 0.074382, 1.504982
-0.106111, 0.077340, 1.500238
-0.106239, 0.078294, 1.498832
-0.106117, 0.077387, 1.500168
-0.105693, 0.072806, 1.507748
-0.105846, 0.067575, 1.518367
-0.105917, 0.066989, 1.519703
-0.105970, 0.066611, 1.520579
-0.105669, 0.070074, 1.513016
-0.106918, 0.062271, 1.531437
-0.107126, 0.061575, 1.533298
-0.106936, 0.062209, 1.531599
-0.105827, 0.067743, 1.517994
-0.105745, 0.068641, 1.516021
-0.107268, 0.061126, 1.534512
-0.107161, 0.061463, 1.533602
-0.107854, 0.059425, 1.539241
-0.107788, 0.059605, 1.538730
-0.106019, 0.066287, 1.521341
-0.105738, 0.073608, 1.506316
-0.105845, 0.067577, 1.518358
-0.106687, 0.081343, 1.494588
-0.106151, 0.077641, 1.499791
-0.105979, 0.076250, 1.501932
-0.106246, 0.078347, 1.498754
-0.106439, 0.079696, 1.496833
-0.107984, 0.059073, 1.540228
-0.107639, 0.060023, 1.537563
-0.107435, 0.060617, 1.535913
-0.107617, 0.060086, 1.537388
-0.107808, 0.059549, 1.538882
-0.107474, 0.060502, 1.536234
-0.107289, 0.061059, 1.534703
-0.106344, 0.079044, 1.497748
-0.106367, 0.079200, 1.497527
-0.106740, 0.081696, 1.494115
-0.107113, 0.084146, 1.490930
-0.107113, 0.061617, 1.533185
-0.107460, 0.060544, 1.536117
-0.107242, 0.061203, 1.534299
-0.108026, 0.058961, 1.540551
-0.107996, 0.059040, 1.540321
-0.107409, 0.086150, 1.488317
-0.107832, 0.059485, 1.539073
-0.107634, 0.060037, 1.537522
-0.107115, 0.084161, 1.490910
-0.107953, 0.089813, 1.482993
-0.108202, 0.091206, 1.480305
-0.108658, 0.092856, 1.474517
-0.108507, 0.092574, 1.476045
-0.108771, 0.093018, 1.473267
